Age,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins,Seat_Comfort,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding,Gender_Male,Customer_Type_Loyal Customer,Type_Travel_Personal Travel,Travel_Class_Eco,Seat_Class_Ordinary,Overall_Experience,ID
48.0,2287.0,25.0,25.0,3.0,3.0,3.0,5.0,6.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,99900132.0
56.0,2938.0,0.0,0.0,6.0,6.0,4.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900133.0
21.0,2700.0,30.0,29.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,99900134.0
47.0,2767.0,167.0,184.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900135.0
52.0,2635.0,27.0,33.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,99900136.0
45.0,2663.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900137.0
10.0,3042.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,6.0,3.0,5.0,5.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,99900138.0
60.0,2329.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900139.0
46.0,1442.0,0.0,0.0,4.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,99900140.0
52.0,3432.0,6.0,0.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,99900141.0
43.0,2146.0,15.0,13.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,99900142.0
47.0,355.0,56.0,59.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,99900143.0
65.0,2317.0,0.0,0.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900144.0
43.0,816.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99900145.0
22.0,2664.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,99900146.0
43.0,2838.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900147.0
43.0,2746.0,26.0,10.0,6.0,2.0,6.0,6.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900148.0
70.0,700.0,0.0,0.0,6.0,5.0,2.0,5.0,6.0,3.0,2.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,99900149.0
49.0,1045.0,5.0,16.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900150.0
38.0,2351.0,2.0,5.0,6.0,5.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,99900151.0
26.0,3230.0,11.0,9.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99900152.0
59.0,3615.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900153.0
7.0,2079.0,32.0,36.0,3.0,6.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99900154.0
22.0,1655.0,0.0,0.0,2.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,99900155.0
45.0,1586.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,99900156.0
43.0,505.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900157.0
49.0,1916.0,0.0,0.0,3.0,5.0,3.0,2.0,6.0,3.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900158.0
42.0,503.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99900159.0
42.0,1889.0,35.0,35.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900160.0
16.0,1497.0,49.0,51.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900161.0
24.0,2486.0,6.0,13.0,6.0,1.0,6.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,5.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,99900162.0
21.0,2216.0,0.0,0.0,3.0,5.0,3.0,3.0,6.0,3.0,6.0,6.0,6.0,3.0,5.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900163.0
42.0,994.0,0.0,0.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,99900164.0
43.0,2926.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,6.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900165.0
46.0,614.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99900166.0
45.0,2067.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,99900167.0
65.0,545.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,5.0,3.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,99900168.0
40.0,2137.0,2.0,0.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900169.0
35.0,1618.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99900170.0
36.0,2088.0,0.0,11.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,6.0,5.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,99900171.0
57.0,2672.0,0.0,0.0,2.0,5.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900172.0
20.0,1624.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,99900173.0
23.0,2564.0,0.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,99900174.0
41.0,684.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900175.0
56.0,2002.0,55.0,70.0,2.0,6.0,2.0,6.0,5.0,2.0,2.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,99900176.0
46.0,861.0,0.0,12.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,99900177.0
14.0,2058.0,0.0,0.0,4.0,6.0,4.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,99900178.0
55.0,104.0,26.0,34.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,99900179.0
22.0,2106.0,19.0,8.0,6.0,5.0,6.0,4.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,99900180.0
55.0,408.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900181.0
21.0,2464.0,316.0,336.0,1.0,6.0,1.0,5.0,1.0,6.0,2.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,99900182.0
10.0,2193.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,99900183.0
25.0,1560.0,0.0,0.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,6.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,99900184.0
29.0,2198.0,67.0,85.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99900185.0
36.0,1872.0,0.0,22.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,99900186.0
62.0,440.0,0.0,9.0,6.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,99900187.0
40.0,1366.0,6.0,7.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99900188.0
59.0,852.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99900189.0
52.0,1639.0,96.0,106.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900190.0
45.0,1401.0,0.0,0.0,2.0,1.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,4.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99900191.0
41.0,3138.0,0.0,0.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,99900192.0
59.0,3410.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900193.0
49.0,2546.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,99900194.0
14.0,2472.0,20.0,19.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,99900195.0
24.0,1634.0,1.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,99900196.0
65.0,862.0,19.0,19.0,6.0,1.0,6.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900197.0
20.0,2092.0,11.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99900198.0
42.0,3797.0,4.0,7.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900199.0
48.0,1727.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,99900200.0
41.0,478.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,99900201.0
43.0,3076.0,0.0,3.0,2.0,5.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900202.0
43.0,2255.0,14.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,6.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,99900203.0
49.0,77.0,78.0,81.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900204.0
58.0,799.0,36.0,51.0,4.0,6.0,5.0,4.0,4.0,6.0,5.0,3.0,3.0,5.0,2.0,6.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,99900205.0
53.0,1549.0,0.0,0.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900206.0
10.0,2253.0,113.0,112.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,99900207.0
42.0,1634.0,7.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900208.0
50.0,2673.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900209.0
41.0,2298.0,8.0,0.0,2.0,6.0,3.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,99900210.0
8.0,1198.0,0.0,0.0,3.0,6.0,1.0,4.0,2.0,1.0,6.0,2.0,5.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99900211.0
58.0,1693.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,99900212.0
25.0,1687.0,7.0,0.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900213.0
34.0,69.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,99900214.0
46.0,2418.0,0.0,0.0,4.0,6.0,4.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,99900215.0
13.0,3453.0,0.0,0.0,6.0,5.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,99900216.0
35.0,3884.0,8.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,99900217.0
36.0,1556.0,16.0,0.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,99900218.0
9.0,1373.0,31.0,15.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,5.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,99900219.0
48.0,102.0,0.0,0.0,4.0,6.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,99900220.0
48.0,3231.0,0.0,0.0,3.0,6.0,3.0,4.0,6.0,3.0,2.0,6.0,5.0,3.0,5.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900221.0
52.0,1875.0,0.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99900222.0
42.0,2139.0,0.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900223.0
39.0,1981.0,0.0,6.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,99900224.0
54.0,419.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900225.0
44.0,749.0,37.0,56.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99900226.0
60.0,479.0,15.0,13.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900227.0
30.0,5060.0,0.0,0.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900228.0
64.0,235.0,0.0,0.0,3.0,6.0,6.0,6.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,99900229.0
37.0,1766.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,6.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,99900230.0
37.0,3443.0,9.0,17.0,1.0,6.0,1.0,4.0,6.0,1.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,99900231.0
18.0,2644.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900232.0
52.0,3855.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900233.0
38.0,2566.0,49.0,68.0,4.0,4.0,4.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,99900234.0
53.0,1919.0,46.0,35.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,99900235.0
51.0,1631.0,62.0,62.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,6.0,2.0,6.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,99900236.0
49.0,1736.0,117.0,115.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900237.0
51.0,581.0,0.0,0.0,3.0,2.0,4.0,2.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,99900238.0
25.0,2423.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,99900239.0
39.0,2085.0,6.0,1.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900240.0
23.0,1668.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99900241.0
29.0,2037.0,0.0,0.0,5.0,2.0,6.0,4.0,6.0,6.0,2.0,6.0,2.0,6.0,5.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,99900242.0
19.0,2870.0,0.0,0.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900243.0
56.0,1848.0,69.0,51.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99900244.0
57.0,3168.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900245.0
22.0,3440.0,0.0,0.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99900246.0
40.0,843.0,8.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900247.0
21.0,1736.0,23.0,12.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99900248.0
38.0,386.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900249.0
23.0,1921.0,0.0,0.0,6.0,1.0,6.0,2.0,3.0,6.0,3.0,3.0,6.0,3.0,6.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,99900250.0
11.0,1965.0,6.0,15.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,99900251.0
49.0,377.0,0.0,7.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900252.0
54.0,970.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,99900253.0
40.0,4256.0,32.0,10.0,3.0,6.0,3.0,2.0,3.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900254.0
22.0,1845.0,0.0,0.0,4.0,6.0,3.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,99900255.0
35.0,1924.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900256.0
18.0,2495.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,6.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,99900257.0
40.0,4350.0,12.0,25.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,99900258.0
24.0,1661.0,0.0,0.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,99900259.0
8.0,1405.0,18.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,99900260.0
9.0,3158.0,0.0,9.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,99900261.0
7.0,1878.0,0.0,0.0,2.0,5.0,2.0,5.0,6.0,2.0,6.0,6.0,3.0,5.0,4.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99900262.0
25.0,1665.0,0.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,99900263.0
29.0,1644.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99900264.0
